0.000000000000000000e+00,0.000000000000000000e+00
-2.147877401102934181e-01,9.763104718327598741e-01
-1.727152146677843614e-01,1.974782500048432476e+00
-1.151656602015624642e-01,2.970474983639045163e+00
-6.199413292491611632e-02,3.966455508159009380e+00
3.500379056382783849e-02,4.961014794022715613e+00
1.589676428903618599e-01,5.951915374440129192e+00
2.345531205621031456e-01,6.945812407290799406e+00
2.996152860792031247e-01,7.940670318042734266e+00
2.360220867530142819e-01,8.938616365650601026e+00
2.170528412819624775e-01,9.938417710138500283e+00
2.330020394206117895e-01,1.093811112915858530e+01
2.449546978334452008e-01,1.193784797196995129e+01
9.821951187423577645e-02,1.292694266323347918e+01
-8.952590395361582631e-01,1.301968513767201152e+01
-8.621038911293407159e-01,1.401906410259123170e+01
-8.311279666468840421e-01,1.501851372573749543e+01
-8.181623854365971393e-01,1.601800429315544960e+01
-1.717006883205418388e+00,1.645577350653453053e+01
-1.671487566346346432e+00,1.745464008463157057e+01
-1.627830410426985175e+00,1.845358508809298215e+01
-1.603362469708405680e+00,1.945317391739786572e+01
-1.536464527261936608e+00,2.044968915166565537e+01
-2.443120609225571283e+00,2.080495239356955040e+01
-3.308524634071396076e+00,2.125397428464880178e+01
-3.083081201724168441e+00,2.222776110801126492e+01
-2.903727623921417589e+00,2.320871553273240551e+01
-2.470956681694151946e+00,2.410102563909066831e+01
-2.044723538618847591e+00,2.499632341466568164e+01
-1.703165236599793131e+00,2.593615978969893021e+01
-1.374967589505755372e+00,2.687962707357188918e+01
-1.078549893166187879e+00,2.783458181704266465e+01
-7.823493229403506444e-01,2.878966114067379678e+01
-5.179102484611620705e-01,2.975336441034362167e+01
-2.632935108954510550e-01,3.071969024883055965e+01
1.584793449450596081e-01,3.162636615962761155e+01
5.734940019921876964e-01,3.253617928188841546e+01
7.720760094660437112e-01,3.351527204011169658e+01
1.033399315632860693e+00,3.447872890627065345e+01
1.302734388794257070e+00,3.544130998543551669e+01
1.569148055145342280e+00,3.640473613746561199e+01
1.767403096659567296e+00,3.738425470715243648e+01
2.025054266882337917e+00,3.834845372545115083e+01
2.264661533430889051e+00,3.931827349343048184e+01
2.501702148259563607e+00,4.028864630902265986e+01
2.743278625304762297e+00,4.125827592706908575e+01
2.930768452845800898e+00,4.223902289367408969e+01
3.189639802399076185e+00,4.320396633774787176e+01
3.447669070406617742e+00,4.416923625720733781e+01
3.674296280417584715e+00,4.514291676050488888e+01
3.822875376864328434e+00,4.613029359596339418e+01
3.968240229335205260e+00,4.711839036613315557e+01
4.114908860726855799e+00,4.810621085404423525e+01
4.292324901715105057e+00,4.908848531878619070e+01
4.391254649983971525e+00,5.008306466548607006e+01
4.613283497679296019e+00,5.105745695277847318e+01
4.835729957850831262e+00,5.203164913842032036e+01
5.245231540212285992e+00,5.294345450064751191e+01
5.611142409263107034e+00,5.387410346181378884e+01
5.854089390874792187e+00,5.484315514069530195e+01
6.096009449761295329e+00,5.581252675175589673e+01
6.170455385220649625e+00,5.680911070896602411e+01
5.324741785691236018e+00,5.722445837148395498e+01
5.433847918623773587e+00,5.821722224402232371e+01
5.544370309147942599e+00,5.920976702828877336e+01
5.688939240821016874e+00,6.019822224858889115e+01
5.628781279491504641e+00,6.119291878422765762e+01
6.116000626901485049e+00,6.206592620722943821e+01
6.586871280386121796e+00,6.294787132185481937e+01
5.722039325386079511e+00,6.341852236250211661e+01
5.915332912350327987e+00,6.439962740509569983e+01
6.109159000603330725e+00,6.538055075627237045e+01
6.302028248789160791e+00,6.636164769501071703e+01
6.531603408275228340e+00,6.733469734284065566e+01
6.898472608659129257e+00,6.826493378393949740e+01
7.216344038815116768e+00,6.921305477760635938e+01
7.531874394259522987e+00,7.016193802754730768e+01
7.750199919278519367e+00,7.113732473781705323e+01
7.975829116691881993e+00,7.211135988674929820e+01
8.171358462340720052e+00,7.309181845415037060e+01
8.366903719231736147e+00,7.407241051234061047e+01
8.389434063593160573e+00,7.507116260054493750e+01
8.592165170946117314e+00,7.604989745463247175e+01
8.853346586238325600e+00,7.701518718746164893e+01
9.113305321170246387e+00,7.798080433548200574e+01
9.334874999310706301e+00,7.895438183425886791e+01
9.559281387378732120e+00,7.992875892594977927e+01
9.801420144080919883e+00,8.089886039182977129e+01
1.004656425691836574e+01,8.186820327723921764e+01
1.025756350216743229e+01,8.284538217262235094e+01
1.045430132317763317e+01,8.382583568307973110e+01
1.084350802839212768e+01,8.474681864630022687e+01
1.123994470637311238e+01,8.566464129610125156e+01
1.151063915266784399e+01,8.662729809230954459e+01
1.175874464888789994e+01,8.759529279044755867e+01
1.206159401977420842e+01,8.854808565528198017e+01
1.238595076038099663e+01,8.949377837989042916e+01
1.255756282362225384e+01,9.047886667921500248e+01
1.323936158649362405e+01,9.120515062395800499e+01
1.370277006799082997e+01,9.209090680624765923e+01
